warning: `if` expression with an `else if`, but without a final `else`
warning: operator precedence might not be obvious
warning: operator precedence might not be obvious
warning: operator precedence might not be obvious
warning: operator precedence might not be obvious
warning: operator precedence might not be obvious
warning: operator precedence might not be obvious
warning: operator precedence might not be obvious
warning: operator precedence might not be obvious
warning: operator precedence might not be obvious
warning: missing documentation for the crate
warning: incorrect ordering of items (module item groupings specify another order)
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: indexing may panic
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: indexing may panic
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: indexing may panic
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: indexing may panic
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: indexing may panic
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: indexing may panic
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: indexing may panic
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: indexing may panic
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: usage of `process::exit`
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: indexing may panic
warning: using a potentially dangerous silent `as` conversion
warning: integer division
warning: use of / has been disallowed in this context
warning: using a potentially dangerous silent `as` conversion
warning: indexing may panic
warning: indexing may panic
warning: indexing may panic
warning: using a potentially dangerous silent `as` conversion
warning: using a potentially dangerous silent `as` conversion
warning: usage of `process::exit`
warning: consider bringing this path into scope with the `use` keyword
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: unsafe block missing a safety comment
warning: this `unsafe` block contains 2 unsafe operations, expected only one
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: unsafe block missing a safety comment
warning: this `unsafe` block contains 2 unsafe operations, expected only one
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: unsafe block missing a safety comment
warning: this `unsafe` block contains 2 unsafe operations, expected only one
warning: arithmetic operation that can potentially result in unexpected side-effects
warning: unsafe block missing a safety comment
warning: this `unsafe` block contains 2 unsafe operations, expected only one
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: missing `#[inline]` for a function
warning: consider bringing this path into scope with the `use` keyword
warning: using a potentially dangerous silent `as` conversion
warning: consider bringing this path into scope with the `use` keyword
warning: missing `return` statement
warning: used `expect()` on a `Result` value
warning: consider bringing this path into scope with the `use` keyword
warning: used import from `std` instead of `core`
warning: consider bringing this path into scope with the `use` keyword
warning: usage of `process::exit`
warning: using a potentially dangerous silent `as` conversion
warning: unsafe block missing a safety comment
warning: this function is only used once
